https://www.happy-size.nl/jeans-228403/,7-4-2018,Product Page,Jeans,Jeans,59.99,NA,1,22840/30X , blue black ,NA,NA,NA,NA,1
https://www.happy-size.nl/spijkerjasje-zizzi-446191/,7-4-2018,Product Page,Spijkerjasje,Spijkerjasje,49.95,NA,1,44619/10X , wit ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?langId=31&catalogId=1000530100&storeId=1000530003&productId=2547698&colorId=wit&channel_code=4&s2m_product_id=00901%2F90X&vcp=7600aa283b2450&utm_source=beslist&utm_medium=feed&refID=Happysize_NL/Beslist/Dames-Alle%20artikelen-Jassen%20&%20mantels/00901/90X&emsrc=Produktportale,7-4-2018,Product Page,Spijkerjasje,Spijkerjasje,59.99,NA,1,81835/10X , wit ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?langId=31&catalogId=1000530100&storeId=1000530003&productId=3512513&colorId=wit&channel_code=34&s2m_product_id=44619%2F10X+&vcp=fc6cba197e0284&utm_source=tradetracker&utm_medium=feed&trackingData=999873%3A%3A88728%3A%3A141157508%3A%3ATTMD5%3A%3A1525130537&s2m_exaffid=88728&refID=Happy-Size%2FTradetracker%2Fhomepage%2Fbanners-tekstlinks&-mantels%2F44619%2F10X=&emsrc=Affiliate&s2m_channel=34&emrcs=Affiliate,7-4-2018,Product Page,Spijkerjasje,Spijkerjasje,49.95,NA,1,44619/10X , wit ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?langId=31&catalogId=1000530100&storeId=1000530003&productId=3512513&colorId=wit&channel_code=34&s2m_product_id=44619%2F10X+&vcp=fc6cba197e0284&utm_source=tradetracker&utm_medium=feed&trackingData=999873%3A%3A88728%3A%3A141157596%3A%3ATTMD5%3A%3A1525130611&s2m_exaffid=88728&refID=Happy-Size%2FTradetracker%2Fhomepage%2Fbanners-tekstlinks&-mantels%2F44619%2F10X=&emsrc=Affiliate&s2m_channel=34&emrcs=Affiliate,7-4-2018,Product Page,Spijkerjasje,Spijkerjasje,49.95,NA,1,44619/10X , wit ,NA,NA,NA,NA,1
https://www.happy-size.nl/broek-no-secret-647228/,7-4-2018,Product Page,Broek,Broek,39.99, 	  € 70.00 ,1,64722/80X , zwart ,NA,NA,NA,NA,1
https://www.happy-size.nl/bermuda-615146/,7-4-2018,Product Page,Bermuda,Bermuda,44.99, 	  € 64.99 ,1,19557/60X , blue stone ,NA,NA,NA,NA,1
https://www.happy-size.nl/vest-422444/,7-4-2018,Product Page,Vest,Vest,39.99,NA,1,25686/50X , marine ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?catalogId=1000530100&langId=31&partNumber=185934&storeId=1000530003&krypto=XMgdP%2BwuFuNHl0DCNeqLWxnG188aGgmiA9g5p%2BQfWZ0Cyi3rMFZSQ0k%2FAkaEPwXCK0KLpO8j%2BZg6DEFAOaqtNiuVQFj9mepgwoC1rJHMuicpGToc88bu7%2BNznreL1D79KNdBFsB%2BZn0c1VoyZvUz7HaoCEwtAGTnsYMjl4ysF%2FpEGLw8Y6UfIWRUCRQbOBvO9DfSNsL74nylavzMuxsDsQ%3D%3D,7-4-2018,Product Page,Straight Cut jeans Amy,Straight Cut jeans Amy,39.99,NA,1,64059/70X , black ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?catalogId=1000530100&langId=31&partNumber=487684&storeId=1000530003&krypto=B0FicOHBZfnPp%2Ba5PfgHWRrETb%2B8VxdFsCDYcXb0d2gofxSz6RgBJPxa6I86RyQQVIRXOlIb7f18Q99m%2Bd17tjrxPkbrYOL9cPg1uE92oEb76mhMsN6NpXLEQsa5o94ZCyqoR3jUtxCVCYaqRvzorNJi7Rca%2BKwpa%2FKWRyrvuepRdpGdYPx%2B62qMaUer7wVTz1k%2Bx7e4yk5UdfSgur%2FgXg%3D%3D,7-4-2018,Product Page,Broek,Broek,39.99,NA,1,67996/70X , antraciet ,NA,NA,NA,NA,1
