URL, DATE Scraped, Type, Product Category, Product Name , Current Price , Old Price, Position, Product Number, Product Color, Product Description, Number of Reviews, Star Rating, Free Shipping Indicator, Number of Photos 
http://www.voetbalshop.nl/adidas-nemeziz-messi-tango-17-3-turf-uni-ink-future-white-core-black.html,7-16-2018,Product Page,NA,adidas NEMEZIZ Messi Tango 17.3 Turf Uni Ink Future White Core Black,44.99,90.00,1,CP9110,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-nemeziz-messi-tango-17-3-indoor-grey-future-white-core-black.html?gclid=CjwKCAjwlIvXBRBjEiwATWAQIkiiEaHeqsESTdd2PkiQkAh-iGCu98elJk5HOK5YBo0MP2kNpSLI6xoCPZoQAvD_BwE,7-16-2018,Product Page,NA,adidas NEMEZIZ Messi Tango 17.3 Indoor Grey Future White Core Black,44.99,90.00,1,CP9106,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-nemeziz-messi-tango-17-3-turf-uni-ink-future-white-core-black.html?size=5,7-16-2018,Product Page,NA,adidas NEMEZIZ Messi Tango 17.3 Turf Uni Ink Future White Core Black,44.99,90.00,1,CP9110,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-argentinie-thuisshirt-2018-2020.html?gclid=EAIaIQobChMIyrCusa-C2gIVQmYbCh3ekQBdEAQYBCABEgIN5fD_BwE,7-16-2018,Product Page,NA,adidas Argentinie Thuisshirt 2018-2020 ,89.95,NA,1,BQ9324,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/nike-hypervenom-phantom-3-academy-dynamic-fit-fg-dark-grey-total-orange.html,7-16-2018,Product Page,NA,Nike Hypervenom Phantom 3 Academy Dynamic Fit FG Dark Grey Total Orange,53.99,90.00,1,AH7268-081,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/miniatuur-kampioensschaal-knvb-eredivisie.html,7-16-2018,Product Page,NA,Miniatuur Kampioensschaal KNVB Eredivisie,19.99,NA,1,408014.4100,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-kaiser-5-liga-black.html,7-16-2018,Product Page,NA,Adidas Kaiser 5 Liga,63.95,100.00,1,33201,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-juventus-thuisshirt-2017-2018.html,7-16-2018,Product Page,NA,adidas Juventus Thuisshirt 2017-2018,44.99,90.00,1,BQ4533,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-juventus-thuisshirt-2017-2018.html?utm_source=google&utm_medium=cpc&adpos=1o1&scid=scplp4058031525821&sc_intid=4058031525821&gclid=EAIaIQobChMI5PSr14bg2QIVyqsYCh1qaAWFEAQYASABEgL2B_D_BwE,7-16-2018,Product Page,NA,adidas Juventus Thuisshirt 2017-2018,44.99,90.00,1,BQ4533,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-juventus-thuisbroekje-2017-2018-white-black.html,7-16-2018,Product Page,NA,adidas Juventus Thuisbroekje 2017-2018 White Black,19.99,40.00,1,AZ8701,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-juventus-thuisbroekje-2017-2018-kids-white-black.html,7-16-2018,Product Page,NA,adidas Juventus Thuisbroekje 2017-2018 Kids White Black,14.99,35.00,1,AZ8698,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-juventus-uitsokken-2017-2018.html,7-16-2018,Product Page,NA,adidas Juventus Uitsokken 2017-2018,8.99,18.00,1,AZ8675,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-juventus-thuissokken-2017-2018.html,7-16-2018,Product Page,NA,adidas Juventus Thuissokken 2017-2018,9.99,18.00,1,AZ8679,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/excelsior-31-thuisshirt-sr.html,7-16-2018,Product Page,NA,Excelsior 31 Thuisshirt SR,24.99,NA,1,EXC881483-657,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/excelsior-31-thuisshirt-lange-mouwen-jr.html,7-16-2018,Product Page,NA,Excelsior 31 Thuisshirt Lange Mouwen JR,24.99,NA,1,EXC833049-657,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-champions-league-trainingsbroekje-2017-2018-petnit.html,7-16-2018,Product Page,NA,adidas Real Madrid Champions League Trainingsbroekje 2017-2018 Petnit,19.99,50.00,1,CF4392,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-champions-league-trainingsbroek-2017-2018-petnit.html,7-16-2018,Product Page,NA,adidas Real Madrid Champions League Trainingsbroek 2017-2018 Petnit,19.99,60.00,1,CF4389,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-champions-league-trainingsshirt-2017-2018-black-vivtea.html,7-16-2018,Product Page,NA,adidas Real Madrid Champions League Trainingsshirt 2017-2018 Black Vivtea,24.99,50.00,1,BQ7843,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-thuissokken-2017-2018.html,7-16-2018,Product Page,NA,adidas Real Madrid Thuissokken 2017-2018,4.99,18.00,1,BK4803,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-3rd-broekje-2017-2018.html,7-16-2018,Product Page,NA,adidas Real Madrid 3rd Broekje 2017-2018,23.99,40.00,1,B31080,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-trainingsshirt-2017-2018-kids-black.html,7-16-2018,Product Page,NA,adidas Real Madrid Trainingsshirt 2017-2018 Kids Black,23.99,40.00,1,BQ7922,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-trainingstrui-2018-aerree-black.html,7-16-2018,Product Page,NA,adidas Real Madrid Trainingstrui 2018 Aerree Black,37.50,75.00,1,BR8877,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/adidas-real-madrid-champions-league-trainingsshirt-2017-2018-vivtea-black.html,7-16-2018,Product Page,NA,adidas Real Madrid Champions League Trainingsshirt 2017-2018 Vivtea Black,24.99,50.00,1,BQ7840,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/nike-knvb-scheidsrechtersshirt-2016-2017-black-black.html,7-16-2018,Product Page,NA,Nike KNVB Scheidsrechtersshirt 2016-2017 Black Black,29.99,50.00,1,KNVB807703-010,NA,NA,NA,NA,NA,1
http://www.voetbalshop.nl/nike-knvb-scheidsrechtersbroekje-2016-2017-black-white.html,7-16-2018,Product Page,NA,Nike KNVB Scheidsrechtersbroekje 2016-2017 Black White,23.99,30.00,1,KNVB807705-010,NA,NA,NA,NA,NA,1
